Id;Vehiculo;Fecha;Tag;Tipo Residuo;Tipo Contenedor;Frecuencia RSU;Municipio;Poligono;Ruta;Peso;
114989;1541CLM;13/02/2019 08:23:00;F0C108;Organico;ct org 1100;5;ZAMUDIO;PARQUE TECNOLOGICO;15;19,00;
115133;1541CLM;12/02/2019 08:53:00;F07C37;Organico;ct org 1100;5;ZAMUDIO;PARQUE TECNOLOGICO;14;38,00;
115122;1541CLM;12/02/2019 08:28:00;F0C108;Organico;ct org 1100;5;ZAMUDIO;PARQUE TECNOLOGICO;14;46,00;
116679;1541CLM;11/02/2019 08:21:00;F0C108;Organico;ct org 1100;5;ZAMUDIO;PARQUE TECNOLOGICO;13;22,00;
114900;1541CLM;08/02/2019 08:46:59;F07C37;Organico;ct org 1100;5;ZAMUDIO;PARQUE TECNOLOGICO;17;12,00;
114892;1541CLM;08/02/2019 08:23:00;F0C108;Organico;ct org 1100;5;ZAMUDIO;PARQUE TECNOLOGICO;17;9,00;
114877;1541CLM;07/02/2019 08:48:00;F07C37;Organico;ct org 1100;5;ZAMUDIO;PARQUE TECNOLOGICO;16;31,00;
115531;1541CLM;07/02/2019 08:21:59;F0C108;Organico;ct org 1100;5;ZAMUDIO;PARQUE TECNOLOGICO;16;27,00;
114852;1541CLM;06/02/2019 08:50:00;F07C37;Organico;ct org 1100;5;ZAMUDIO;PARQUE TECNOLOGICO;15;70,00;
114839;1541CLM;06/02/2019 08:26:00;F0C108;Organico;ct org 1100;5;ZAMUDIO;PARQUE TECNOLOGICO;15;43,00;
114807;1541CLM;05/02/2019 08:55:00;F07C37;Organico;ct org 1100;5;ZAMUDIO;PARQUE TECNOLOGICO;14;30,00;
114806;1541CLM;05/02/2019 08:55:00;F07C37;Organico;ct org 1100;5;ZAMUDIO;PARQUE TECNOLOGICO;14;41,00;
115358;1541CLM;05/02/2019 08:30:00;F0C108;Organico;ct org 1100;5;ZAMUDIO;PARQUE TECNOLOGICO;14;38,00;
114722;1541CLM;04/02/2019 08:50:00;F07C37;Organico;ct org 1100;5;ZAMUDIO;PARQUE TECNOLOGICO;15;0,00;
114714;1541CLM;04/02/2019 08:26:59;F0C108;Organico;ct org 1100;5;ZAMUDIO;PARQUE TECNOLOGICO;15;0,00;
108444;7501JXG;28/01/2019 12:49:59;ZAMIO;Organico;ct org 1100;2;ZAMUDIO;TORRELARRAGOITI;24;1.082,00;
108443;7501JXG;28/01/2019 12:47:59;ZAMIO;Organico;ct org 1100;2;ZAMUDIO;TORRELARRAGOITI;24;774,00;
108442;7501JXG;28/01/2019 12:45:59;ZAMIO;Organico;ct org 1100;2;ZAMUDIO;TORRELARRAGOITI;24;240,00;
109621;1541CLM;25/01/2019 08:42:00;F07C37;Organico;ct org 1100;5;ZAMUDIO;PARQUE TECNOLOGICO;17;26,00;
109611;1541CLM;25/01/2019 08:21:00;F0C108;Organico;ct org 1100;5;ZAMUDIO;PARQUE TECNOLOGICO;17;49,00;
109576;1541CLM;24/01/2019 08:55:00;F07C37;Organico;ct org 1100;5;ZAMUDIO;PARQUE TECNOLOGICO;16;58,00;
109569;1541CLM;24/01/2019 08:33:59;F0C108;Organico;ct org 1100;5;ZAMUDIO;PARQUE TECNOLOGICO;16;64,00;
107580;1541CLM;23/01/2019 08:51:00;F07C37;Organico;ct org 1100;5;ZAMUDIO;PARQUE TECNOLOGICO;15;78,00;
109565;1541CLM;23/01/2019 08:30:00;F0C108;Organico;ct org 1100;5;ZAMUDIO;PARQUE TECNOLOGICO;15;8,00;
110245;1541CLM;22/01/2019 08:57:59;F07C37;Organico;ct org 1100;5;ZAMUDIO;PARQUE TECNOLOGICO;14;66,00;
107618;1541CLM;22/01/2019 08:35:59;F0C108;Organico;ct org 1100;5;ZAMUDIO;PARQUE TECNOLOGICO;14;35,00;
109963;1541CLM;21/01/2019 08:48:59;F07C37;Organico;ct org 1100;5;ZAMUDIO;PARQUE TECNOLOGICO;13;122,00;
109959;1541CLM;21/01/2019 08:26:59;F0C108;Organico;ct org 1100;5;ZAMUDIO;PARQUE TECNOLOGICO;13;26,00;
108377;7501JXG;18/01/2019 12:36:59;ZAMIO;Organico;ct org 1100;2;ZAMUDIO;TORRELARRAGOITI;24;772,00;
108376;7501JXG;18/01/2019 10:47:59;ZAMIO;Organico;ct org 1100;2;ZAMUDIO;TORRELARRAGOITI;24;920,00;
108375;7501JXG;18/01/2019 10:47:00;ZAMIO;Organico;ct org 1100;2;ZAMUDIO;TORRELARRAGOITI;24;832,00;
